Output (S),Ia,Ib,Ic,Va,Vb,Vc
0,-25.1313589,-37.09218858,62.22354748,5337.508077,-6126.540980999999,789.032904
0,-25.56066529,-37.81518099,63.37584627,5390.033044,-6092.0337500000005,702.0007169999999
0,-23.73691416,-38.64190473,62.37881889,5457.387957999999,-6042.272763999999,584.884795
0,-24.12874155,-39.37868503,63.50742658,5508.118495,-6004.773764,496.65528
0,-22.33444632,-40.20841869,62.54286501,5572.270594,-5953.043338,380.77273299999996
0,-22.47636531,-40.94320357,63.41956888,5622.748560000001,-5910.566441999999,287.817882
0,-20.58349216,-41.74405844,62.3275506,5684.449441,-5855.295611,170.846181
0,-20.66666701,-42.43439179,63.1010588,5732.5491520000005,-5808.899503000001,76.350351
0,-18.92368501,-43.18288141,62.10656642,5789.480785000001,-5751.861005000001,-37.619769
0,-18.97070113,-43.84370485,62.81440598,5835.103142,-5702.078261,-133.024881
0,-17.22817385,-44.57944139,61.80761524,5888.905396,-5642.686653999999,-246.218742
0,-17.17707104,-45.24307083,62.42014187,5932.7793360000005,-5589.6198269999995,-343.159509
0,-15.47292152,-45.97607495,61.44899647,5983.186978999999,-5528.392155,-454.79481300000003
0,-15.31803991,-46.6343203,61.9523602,6025.199719,-5471.932664,-553.267066
0,-13.56216519,-47.34611378,60.90827896,6072.790823,-5407.828591,-664.9622430000001
0,-13.28811929,-47.97325122,61.26137051,6112.764768,-5347.52163,-765.243138
0,-11.59152762,-48.64028066,60.23180828,6156.376369,-5281.156419,-875.2199499999999
0,-11.32221155,-49.22903516,60.55124671,6193.156739,-5218.032523,-975.124216
0,-9.686157672,-49.86659558,59.55275326,6232.940164000001,-5149.712458,-1083.227695
0,-9.352036314,-50.4428727,59.79490901,6267.315879,-5083.691096,-1183.624783
0,-7.731762515,-51.07015844,58.80192095,6303.816728,-5013.395948,-1290.42078
0,-7.336401208,-51.63734001,58.97374121,6335.730665,-4944.6415480000005,-1391.0891060000001
0,-5.716869597,-52.24494003,57.96180963,6368.980596,-4872.129174,-1496.851422
0,-5.235197364,-52.7863778,58.02157517,6398.451026,-4800.236716,-1598.21431
0,-3.6290306,-53.35653073,56.98556133,6428.182079,-4725.381628,-1702.800451
0,-3.132092526,-53.86007544,56.99216797,6454.470495,-4650.849533,-1803.620962
0,-1.59532969,-54.39336235,55.98869204,6480.2321759999995,-4574.198123,-1906.0340529999999
0,-1.082087478,-54.87189039,55.95397787,6503.45432,-4497.313083999999,-2006.1412360000002
0,0.428387392,-55.38527782,54.95689043,6525.779270999999,-4418.833078000001,-2106.9461929999998
0,0.985375177,-55.84914547,54.86377029,6546.235828,-4339.612475,-2206.623353
0,2.480364879,-56.34224761,53.86188273,6565.210993,-4259.261082999999,-2305.94991
0,3.085902356,-56.78221491,53.69631255,6582.835281,-4177.592012,-2405.243269
0,4.569646435,-57.24228421,52.67263778,6598.388247,-4095.1869859999997,-2503.2012720000002
0,5.20055918,-57.64694894,52.44638976,6612.870121,-4011.1687,-2601.701421
0,6.63411867,-58.06891365,51.43479498,6624.643718,-3927.029623,-2697.614095
0,7.261592878,-58.44173366,51.18014079,6635.773386,-3841.0520939999997,-2794.721292
0,8.653301685,-58.83577898,50.1824773,6643.953756,-3755.343471,-2888.6102849999997
0,9.301861609,-59.18726382,49.88540221,6652.033443,-3667.45423,-2984.5792129999995
0,10.67387632,-59.55852345,48.88464713,6656.866502,-3580.1398379999996,-3076.7266640000003
0,11.3502399,-59.88617578,48.53593588,6661.924291,-3490.323892,-3171.60041
0,12.70508149,-60.22694226,47.52186077,6663.374443000001,-3401.3272810000003,-3262.0471509999998
0,13.40113527,-60.52161859,47.12048332,6665.261713000001,-3309.591736,-3355.669977
0,14.72143919,-60.82542756,46.10398836,6663.145291,-3219.033763,-3444.111528
0,15.41253822,-61.08575783,45.67321961,6661.65423,-3125.657238,-3535.9969810000002
0,16.68814216,-61.35693879,44.66879663,6655.952567,-3033.775008,-3622.1775700000003
0,17.38085613,-61.59026029,44.20940416,6651.221191999999,-2938.9102159999998,-3712.310976
0,18.63052551,-61.83518203,43.20465651,6642.1744180000005,-2845.72684,-3796.447578
0,19.33750932,-62.04336493,42.70585561,6634.3376769999995,-2749.384033,-3884.9536439999997
0,20.56732426,-62.25902485,41.69170058,6621.990495999999,-2654.878721,-3967.111764
0,21.28512179,-62.43600539,41.1508836,6610.978934999999,-2557.077512,-4053.9014230000002
0,22.48731191,-62.61649743,40.12918552,6595.238958000001,-2461.304681,-4133.9342879999995
0,23.20098228,-62.75893904,39.55795676,6580.919246,-2362.210829,-4218.708417
0,24.36368963,-62.90492088,38.54123125,6561.725203,-2265.369909,-4296.355283
0,25.06864321,-63.0167508,37.94810759,6544.12209,-2165.179291,-4378.942799
0,26.20011682,-63.13338594,36.93326912,6521.623625,-2067.371328,-4454.252297
0,26.90735175,-63.21811203,36.31076028,6500.888075,-1966.1386579999999,-4534.749417
0,28.01701614,-63.30568265,35.28866651,6475.197498,-1867.3751359999999,-4607.822362
0,28.72764015,-63.36038065,34.6327405,6451.339091999999,-1765.134811,-4686.204281
0,29.81234182,-63.4146104,33.60226858,6422.424327,-1665.4623809999998,-4756.961945999999
0,30.51747714,-63.4356692,32.91819206,6395.368463,-1562.325127,-4833.043325000001
0,31.56844634,-63.45531832,31.88687198,6363.183287999999,-1461.890694,-4901.292594
0,32.26071898,-63.44414157,31.18342259,6332.9187569999995,-1358.037087,-4974.88167
0,33.27860205,-63.43251932,30.15391727,6297.5401170000005,-1256.9815939999999,-5040.558523000001
0,33.96339704,-63.39248442,29.42908738,6264.182166,-1152.514407,-5111.66777
0,34.95662999,-63.35146204,28.39483206,6225.738485999999,-1050.888377,-5174.850098
0,35.63805432,-63.2820428,27.64398848,6189.356019,-945.857132,-5243.498887
0,36.60711327,-63.20929576,26.60218249,6147.871674999999,-843.711396,-5304.160268
0,37.28025517,-63.10761936,25.82736419,6108.440195,-738.2052920000001,-5370.234903
0,38.21923362,-63.00127732,24.7820437,6063.894584,-635.654327,-5428.240257
0,38.87737106,-62.86722677,23.9898557,6021.404444,-529.8239100000001,-5491.580534
0,39.78369902,-62.72897247,22.94527345,5973.840697000001,-427.01211300000006,-5546.828584
0,40.42760317,-62.56507247,22.13746931,5928.371636,-320.98627,-5607.3853770000005
0,41.30637698,-62.39713322,21.09075624,5877.902953999999,-218.000728,-5659.902226
0,41.94031563,-62.20424189,20.26392626,5829.549451,-111.85034300000001,-5717.699097
0,42.79420434,-62.00594897,19.21174463,5776.242835,-8.751457,-5767.491378
0,43.41638415,-61.782353,18.36596885,5725.027252999999,97.44276300000001,-5822.470015999999
0,44.24189204,-61.55204219,17.31015015,5668.892086,200.557522,-5869.449619
0,44.84703739,-61.29695842,16.44992103,5614.820211,306.66955,-5921.489761000001
0,45.64081725,-61.03519453,15.39437729,5555.890977999999,409.667313,-5965.558302
0,46.22728018,-60.75020658,14.5229264,5499.0235410000005,515.56406,-6014.587612
0,46.99133391,-60.4589357,13.46760179,5437.393852,618.335971,-6055.729823
0,47.56189925,-60.14545511,12.58355587,5377.828401,723.9262359999999,-6101.754637000001
0,48.2992835,-59.82510206,11.52581856,5313.587598,826.3980670000001,-6139.985665
0,48.85417469,-59.48253007,10.62835538,5251.3833460000005,931.602276,-6182.985622
0,49.56345772,-59.13205785,9.568600128,5184.571986,1033.685532,-6218.2575289999995
0,50.09903911,-58.75956966,8.660530545,5119.75684,1138.39506,-6258.1519
0,50.77715758,-58.37895872,7.601801135,5050.414215,1239.970864,-6290.385079000001
0,51.29090915,-57.97740109,6.686491935,4983.043659,1344.059948,-6327.103607
0,51.93789729,-57.5681089,5.630211612,4911.2506300000005,1445.0127120000002,-6356.263341999999
0,52.43093901,-57.13893846,4.707999448,4841.417812,1548.3780949999998,-6389.795907000001
0,53.04913145,-56.70195224,3.652820792,4767.271278,1648.6208199999999,-6415.892097999999
0,53.52248403,-56.24540114,2.722917109,4695.058566000001,1751.179595,-6446.238161
0,54.11188209,-55.78039369,1.668511605,4618.625418,1850.6276690000002,-6469.253087
0,54.56347901,-55.29595485,0.732475842,4544.0847539999995,1952.28341,-6496.368153
0,55.12179788,-54.80275814,-0.319039743,4465.4166589999995,2050.830793,-6516.247441
0,55.5491251,-54.29084136,-1.258283739,4388.607212,2151.4691660000003,-6540.076378000001
0,56.07542636,-53.77046181,-2.304964543,4307.780037,2249.003251,-6556.783277
0,56.47840658,-53.23233647,-3.246070111,4228.790984,2348.518161,-6577.309155999999
0,56.97402622,-52.6859498,-4.288076423,4145.90242,2444.9445459999997,-6590.846977
0,57.3536546,-52.12235407,-5.231300533,4064.828174,2543.249324,-6608.077498
0,57.81928897,-51.55022697,-6.269062003,3979.9634269999997,2638.484398,-6618.447814
0,58.17471299,-50.96109758,-7.213615407,3896.877105,2735.490923,-6632.368028
0,58.60900452,-50.36319453,-8.245809983,3810.103231,2829.439624,-6639.542855
0,58.93819422,-49.74878483,-9.189409387,3725.073055,2925.0458270000004,-6650.118882
0,59.33992007,-49.12580925,-10.21411082,3636.466922,3017.6035669999997,-6654.070489
0,59.64214839,-48.4871534,-11.15499499,3549.5807819999995,3111.7073130000003,-6661.288084
0,60.01181846,-47.84026131,-12.17155714,3459.23919,3202.778667,-6662.017846
0,60.28772143,-47.17834109,-13.10938034,3370.596889,3295.2921539999998,-6665.889043
0,60.62617809,-46.50820815,-14.11796994,3278.6159119999998,3384.794182,-6663.410094
0,60.87564697,-45.82337682,-15.05227015,3188.306341,3475.63524,-6663.941569999999
0,61.18233885,-45.1302282,-16.05211065,3094.7675550000004,3563.4820539999996,-6658.2496089999995
0,61.40401615,-44.42278334,-16.9812328,3002.8700460000005,3652.5603180000003,-6655.430364000001
0,61.67786617,-43.70718718,-17.97067899,2907.855258,3738.6576370000002,-6646.512906
0,61.87081896,-42.97798016,-18.8928388,2814.459142,3825.879123,-6640.338265
0,62.11181524,-42.2409925,-19.87082275,2718.0646460000003,3910.135746,-6628.200392000001
0,62.27630049,-41.4910785,-20.78522199,2623.271915,3995.415314,-6618.687229
0,62.48515416,-40.73360989,-21.75154426,2525.599439,4077.750688,-6603.350127
0,62.62141324,-39.96366006,-22.65775319,2429.509071,4161.011404,-6590.520475
0,62.7981295,-39.18621253,-23.61191696,2330.651488,4241.347605,-6571.999093
0,62.90544933,-38.39667571,-24.50877362,2233.353364,4322.5099279999995,-6555.863292
0,63.04930979,-37.59981628,-25.44949351,2133.399103,4400.763774,-6534.162888
0,63.1268571,-36.79144884,-26.33540826,2034.985832,4479.744126,-6514.729958
0,63.23762007,-35.97613343,-27.26148664,1934.031715,4555.832324999999,-6489.8640510000005
0,63.28539081,-35.14997709,-28.13541372,1834.6060810000001,4632.551759,-6467.157851000001
0,63.36356242,-34.31722228,-29.04634014,1732.7562340000002,4706.39873,-6439.154964
0,63.38190502,-33.47415404,-29.90775098,1632.4227919999998,4780.786306999999,-6413.209099000001
0,63.4278034,-32.62469239,-30.803111,1529.777524,4852.321815,-6382.09935
0,63.41650685,-31.76534243,-31.65116442,1428.6343169999998,4924.30807,-6352.942387
0,63.42981746,-30.89982052,-32.52999694,1325.288415,4993.460153,-6318.748568
0,63.38831525,-30.02493106,-33.36338419,1223.432001,5062.973003,-6286.405004
0,63.36879139,-29.14424185,-34.22454954,1119.483574,5129.668599,-6249.152162
0,63.2969715,-28.25481363,-35.04215787,1017.017001,5196.638018,-6213.655019
0,63.24495267,-27.36000121,-35.88495146,912.5706369999999,5260.809114,-6173.3797509999995
0,63.1431609,-26.45702259,-36.6861383,809.600715,5325.171687,-6134.772391
0,63.05910572,-25.5489812,-37.51012452,704.760661,5386.7563199999995,-6091.516981
0,62.92746962,-24.63324463,-38.294225,601.390548,5448.452427,-6049.842975
0,62.81141372,-23.71273092,-39.0986828,496.256354,5507.389756,-6003.646110000001
0,62.64968589,-22.78501829,-39.8646676,392.58604,5566.359238,-5958.945278
0,62.50151759,-21.85290554,-40.64861205,287.257168,5622.587817,-5909.844985000001
0,62.30961282,-20.91418201,-41.39543081,183.389613,5678.77145,-5862.161074000001
0,62.12958859,-19.97150415,-42.15808444,77.969969,5732.233034,-5810.2030030000005
0,61.90782872,-19.02280316,-42.88502556,-25.988105,5785.576631999999,-5759.588527000001
0,61.69645403,-18.0705495,-43.62590453,-131.39322900000002,5836.218542,-5704.825312999999
0,61.4451727,-17.11278355,-44.33238916,-235.33648599999998,5886.672638,-5651.336152
0,61.20274434,-16.15181527,-45.05092907,-340.625043,5934.445242,-5593.820199000001
0,60.92199162,-15.1858292,-45.73616242,-444.451546,5981.961744,-5537.510198
0,60.64859532,-14.21703191,-46.43156341,-549.523359,6026.815927000001,-5477.292568
0,60.33840507,-13.24377217,-47.0946329,-653.130775,6071.347612,-5418.216826
0,60.03430094,-12.26815806,-47.76614288,-757.8835,6113.236481,-5355.352981
0,59.69499622,-11.28866346,-48.40633276,-861.1668559999999,6154.739887999999,-5293.573032
0,59.36070347,-10.30726406,-49.05343941,-965.4964,6193.6213020000005,-5228.124902
0,58.99273798,-9.322520098,-49.67021788,-1068.350833,6232.057766,-5163.7069329999995
0,58.62873077,-8.336275444,-50.29245533,-1172.15505,6267.893555000001,-5095.738505
0,58.23239705,-7.347188504,-50.88520855,-1274.478568,6303.2271390000005,-5028.748571
0,57.83896519,-6.357011268,-51.48195392,-1377.657809,6335.98086,-4958.323051
0,57.41446206,-5.364523728,-52.04993834,-1479.3496630000002,6368.177046,-4888.827383
0,56.99193603,-4.371404909,-52.62053112,-1581.804037,6397.814235999999,-4816.010198999999
0,56.53962823,-3.376540526,-53.16308771,-1682.7622789999998,6426.841453999999,-4744.079175
0,56.08854479,-2.381517182,-53.70702761,-1784.390696,6453.331577,-4668.940881
0,55.60896165,-1.385292781,-54.22366887,-1884.513136,6479.16269,-4594.649565
0,55.12991074,-0.389350638,-54.7405601,-1985.215562,6502.479477999999,-4517.263916
0,54.62352736,0.607282958,-55.23081032,-2084.4022099999997,6525.0908580000005,-4440.688659
0,54.11697891,1.603205345,-55.72018426,-2184.081174,6545.210727,-4361.129553
0,53.58416782,2.599303724,-56.18347155,-2282.234119,6564.580868999999,-4282.346750000001
0,53.05056151,3.594233852,-56.64479536,-2380.793228,6581.482358,-4200.689119
0,52.49176502,4.588797882,-57.08056291,-2477.8147569999996,6597.592375,-4119.777618
0,51.931675,5.581716528,-57.51339152,-2575.157343,6611.2573999999995,-4036.100057
0,51.34748249,6.573730585,-57.92121307,-2670.949732,6624.092342999999,-3953.142611
0,50.76157723,7.563638721,-58.32521596,-2766.9799080000003,6634.506956,-3867.5270480000004
0,50.1525963,8.552131995,-58.70472829,-2861.4471599999997,6644.055703999999,-3782.608544
0,49.54149094,9.538077759,-59.0795687,-2956.0713490000003,6651.209235,-3695.1378859999995
0,48.90825314,10.52210719,-59.43036034,-3049.119887,6657.4633730000005,-3608.343497
0,48.27250978,11.50313718,-59.77564696,-3142.246437,6661.3476709999995,-3519.1012339999997
0,47.61555701,12.48173381,-60.09729082,-3233.783938,6664.301402000001,-3430.517464
0,46.95580815,13.45686127,-60.41266942,-3325.321901,6664.911319,-3339.5894070000004
0,46.27578968,14.42903433,-60.704824,-3415.256625,6664.562344000001,-3249.3057080000003
0,45.59276412,15.39727467,-60.99003879,-3505.115944,6661.896571,-3156.780627
0,44.89038414,16.36205912,-61.25244327,-3593.3577130000003,6658.246408,-3064.8886840000005
0,44.18480815,17.32246593,-61.50727408,-3681.4504540000003,6652.3072329999995,-2970.856779
0,43.46073172,18.27893101,-61.73966273,-3767.911554,6645.360513,-2877.448959
0,42.73328462,19.23057568,-61.9638603,-3854.152148,6636.15304,-2782.000892
0,41.9881597,20.17778837,-62.16594807,-3938.7468890000005,6625.917143999999,-2687.170255
0,41.2395462,21.11972691,-62.35927312,-4023.0512959999996,6613.449359,-2590.398052
0,40.47408644,22.05673831,-62.53082476,-4105.695231,6599.934825,-2494.239594
0,39.70508879,22.98802267,-62.69311146,-4187.980709,6584.218245,-2396.237547
0,38.92007185,23.91389713,-62.83396897,-4268.591041000001,6567.439274,-2298.848233
0,38.13149947,24.83360702,-62.96510649,-4348.7768719999995,6548.489001999999,-2199.71213
0,37.32769591,25.74744155,-63.07513746,-4427.273279,6528.463084,-2101.189805
0,36.52032955,26.65468349,-63.17501304,-4505.281363,6506.297281,-2001.0159070000002
0,35.69848733,27.55558897,-63.25407631,-4581.585998,6483.044788,-1901.45879
0,34.87310786,28.4494707,-63.32257856,-4657.340369,6457.684464,-1800.344084
0,34.03400738,29.33655296,-63.37056034,-4731.3772659999995,6431.228727,-1699.851461
0,33.19144799,30.21618016,-63.40762815,-4804.80374,6402.6981479999995,-1597.8943969999998
0,32.33592582,31.08855301,-63.42447883,-4876.498858,6373.065897,-1496.567039
0,31.47705804,31.95305145,-63.43010949,-4947.525374,6341.392739,-1393.867354
0,30.60596458,32.8098569,-63.41582148,-5016.807147,6308.614014999999,-1291.806857
0,29.73165021,33.65838145,-63.39003166,-5085.364361,6273.829111,-1188.46475
0,28.84581908,34.49878455,-63.34460363,-5152.163973,6237.93687,-1085.772886
0,27.95691007,35.330504,-63.28741408,-5218.185104,6200.073902,-981.8887980000001
0,27.05718556,36.15367615,-63.2108617,-5282.436181,6161.1039599999995,-878.667779
0,26.15456316,36.96776358,-63.12232673,-5345.856692,6120.199602,-774.3429100000001
0,25.2418305,37.7728845,-63.014715,-5407.495049,6078.190877000001,-670.695817
0,24.32641257,38.56852932,-62.89494189,-5468.252756999999,6034.285015,-566.032247
0,23.40158017,39.35480289,-62.75638306,-5527.216838,5989.279582,-462.06274399999995
0,22.47428864,40.13122284,-62.60551148,-5585.25231,5942.4151600000005,-357.16285
0,21.53825722,40.89788014,-62.43613736,-5641.48343,5894.458030999999,-252.974601
0,20.60000338,41.65431509,-62.25431847,-5696.740115,5844.680809,-147.940694
0,19.65367269,42.4006031,-62.05427579,-5750.182405,5793.819713,-43.637308
0,18.70537998,43.13630488,-61.84168486,-5802.606392,5741.178234,61.428158
0,17.74967466,43.86148267,-61.61115733,-5853.206535,5687.463716,165.74283
0,16.79229456,44.57571924,-61.3680138,-5902.746475999999,5632.009449,270.737027
0,15.82816272,45.27906778,-61.1072305,-5950.453905,5575.495013,374.958892
0,14.86265768,45.97113391,-60.83379159,-5997.061323,5517.2823419999995,479.778981
0,13.89104728,46.65196267,-60.54300995,-6041.828463,5458.024286,583.804177
0,12.91837223,47.32117988,-60.23955211,-6085.457928,5397.110267999999,688.347671
0,11.9402256,47.97882114,-59.91904674,-6127.240250999999,5335.167453,792.0728089999999
0,10.96133668,48.62452991,-59.58586659,-6167.84927,5271.6117300000005,896.237529
0,9.977607551,49.25833308,-59.23594063,-6206.605108,5207.045613,999.559495
0,8.993478143,49.8798922,-58.87337034,-6244.153993000001,5140.910478,1103.243515
0,8.005138492,50.48922843,-58.49436693,-6279.844582,5073.785145,1206.0594370000001
0,7.016753873,51.08602253,-58.1027764,-6314.296614999999,5005.135531,1309.161084
0,6.024779471,51.67029154,-57.69507101,-6346.886259999999,4935.517675,1411.368585
0,5.033120676,52.2417342,-57.27485488,-6378.20788,4864.421012,1513.786868
0,4.03848066,52.80036287,-56.83884353,-6407.664098,4792.379702,1615.284407
0,3.044523906,53.34589209,-56.390416,-6435.824879,4718.905785,1716.919094
0,2.048188995,53.87832941,-55.9265184,-6462.118256,4644.5123889999995,1817.605856
0,1.052917578,54.39740479,-55.45032237,-6487.090775000001,4568.733345,1918.3574190000002
0,0.055869062,54.90312282,-54.95899188,-6510.194933,4492.061607,2018.133326
0,-0.939725084,55.39522977,-54.45550469,-6531.954858,4414.051906,2117.9029410000003
0,-1.936501866,55.873729,-53.93722713,-6551.846587,4335.177836,2216.668762
0,-2.931429364,56.33838281,-53.40695344,-6570.372776,4255.014203000001,2315.358573
0,-3.926955607,56.78919334,-52.86223773,-6587.032144,4174.015967,2413.016177
0,-4.920234949,57.22593737,-52.30570242,-6602.306699999999,4091.7772170000003,2510.5294940000003
0,-5.91353681,57.6486155,-51.73507869,-6615.716976,4008.735016,2606.98196
0,-6.904187676,58.05701816,-51.15283048,-6627.725192,3924.501977,2703.223204
0,-7.894288651,58.45114535,-50.55685669,-6637.872791000001,3839.4980140000002,2798.3747769999995
0,-8.881327524,58.83080164,-49.94947412,-6646.603084,3753.353549,2893.249535
0,-9.867249669,59.1959879,-49.32873823,-6653.477655,3666.472007,2987.0056480000003
0,-10.84969604,59.54652302,-48.69682698,-6658.921676,3578.500871,3080.420805
0,-11.83046824,59.88240917,-48.05194093,-6662.516146,3489.82777,3172.688376
0,-12.80735119,60.20347861,-47.39612742,-6664.668835,3400.116566,3264.55228
0,-13.78201152,60.50973452,-46.72772301,-6664.979409,3309.7396529999996,3355.239756
0,-14.7523675,60.80102168,-46.04865419,-6663.838962,3218.3766229999997,3445.462328
0,-15.71995837,61.07734465,-45.35738628,-6660.865045999999,3126.3853169999998,3534.479729
0,-16.68282673,61.33856075,-44.65573402,-6656.432838,3033.460397,3622.972441
0,-17.64239342,61.58467702,-43.9422836,-6650.177105,2939.9457009999996,3710.231404
0,-18.59681879,61.81556364,-43.21874485,-6642.457734,2845.550378,3796.907356
0,-19.54741471,62.03123069,-42.48381598,-6632.926069,2750.604824,3882.321245
0,-20.49245284,62.23156077,-41.73910794,-6621.9274000000005,2654.832048,3967.095352
0,-21.43314352,62.41656693,-40.98342341,-6609.12901,2558.549565,4050.579445
0,-22.36786202,62.58614337,-40.21828135,-6594.862175,2461.4936390000003,4133.368536
0,-23.29772303,62.74030615,-39.44258311,-6578.809457,2363.9694099999997,4214.840036
0,-24.22119816,62.87896092,-38.65776276,-6561.288745,2265.725913,4295.562832
0,-25.13931287,63.0021274,-37.86281453,-6541.997318999999,2167.056386,4374.940933
0,-26.05062967,63.1097229,-37.05909324,-6521.240231,2067.722085,4453.518146
0,-26.95609195,63.20177143,-36.24567949,-6498.7288849999995,1968.00483,4530.724066000001
0,-27.85434843,63.27820178,-35.42385335,-6474.756112,1867.67757,4607.078542
0,-28.74626663,63.33904228,-34.59277565,-6449.046879,1767.011191,4682.035699
0,-29.63057605,63.38423264,-33.75365659,-6421.882280000001,1665.789818,4756.0924620000005
0,-30.50807307,63.41380547,-32.90573239,-6393.000360999999,1564.27381,4828.726551
0,-31.37756231,63.42771104,-32.05014873,-6362.670952,1462.258039,4900.412913
0,-32.23977367,63.42598657,-31.1862129,-6330.644638999999,1359.992755,4970.651884
0,-33.0935824,63.40859299,-30.3150106,-6297.1805269999995,1257.283104,5039.8974339999995
0,-33.93965721,63.37557261,-29.4359154,-6262.041236,1154.369623,5107.6716240000005
0,-34.77694043,63.326897,-28.54995657,-6225.475619000001,1051.067292,5174.408327
0,-35.60604461,63.2626137,-27.65656909,-6187.257857,947.607342,5239.650515
0,-36.42597531,63.18270455,-26.75672923,-6147.626991,843.8141469999999,5303.812844
0,-37.23729281,63.08722222,-25.84992941,-6106.368312,739.9099729999999,5366.458339
0,-38.0390617,62.97615845,-24.93709675,-6063.711489,635.728192,5427.983297
0,-38.83179345,62.84957117,-24.01777772,-6019.452461,531.482468,5487.969993000001
0,-39.61460803,62.70746197,-23.09285393,-5973.811909999999,427.014775,5546.797146
0,-40.38797198,62.54989435,-22.16192237,-5926.596049,322.530505,5604.065544
0,-41.15105783,62.37687973,-21.2258219,-5878.016969,217.879871,5660.137097999999
0,-41.9042911,62.18848741,-20.28419631,-5827.890728,113.26032299999999,5714.630405
0,-42.64689418,61.98473839,-19.33784421,-5776.4212,8.529895,5767.891305
0,-43.3792548,61.76570766,-18.38645285,-5723.433892,-96.12157499999999,5819.555466999999
0,-44.10064212,61.53142548,-17.43078336,-5669.124857,-200.828551,5869.953419
0,-44.81140879,61.28197254,-16.47056376,-5613.328666,-305.40855400000004,5918.737219999999
0,-45.51086783,61.0173882,-15.50652038,-5556.233859,-409.98887600000006,5966.222724
0,-46.19933959,60.73775899,-14.5384194,-5497.683697,-514.3940670000001,6012.077775
